topology,scenario,timestep,n_infected
ring_lattice,B_hub,10.8000,28
ring_lattice,B_hub,10.9000,26
ring_lattice,B_hub,11.0000,26
ring_lattice,B_hub,11.1000,26
ring_lattice,B_hub,11.2000,27
ring_lattice,B_hub,11.3000,27
ring_lattice,B_hub,11.4000,28
ring_lattice,B_hub,11.5000,29
ring_lattice,B_hub,11.6000,29
ring_lattice,B_hub,11.7000,27
ring_lattice,B_hub,11.8000,28
ring_lattice,B_hub,11.9000,29
ring_lattice,B_hub,12.0000,28
ring_lattice,B_hub,12.1000,27
ring_lattice,B_hub,12.2000,26
ring_lattice,B_hub,12.3000,26
ring_lattice,B_hub,12.4000,27
ring_lattice,B_hub,12.5000,28
ring_lattice,B_hub,12.6000,26
ring_lattice,B_hub,12.7000,28
ring_lattice,B_hub,12.8000,26
ring_lattice,B_hub,12.9000,29
ring_lattice,B_hub,13.0000,33
ring_lattice,B_hub,13.1000,33
ring_lattice,B_hub,13.2000,34
ring_lattice,B_hub,13.3000,32
ring_lattice,B_hub,13.4000,30
ring_lattice,B_hub,13.5000,30
ring_lattice,B_hub,13.6000,30
ring_lattice,B_hub,13.7000,30
ring_lattice,B_hub,13.8000,30
ring_lattice,B_hub,13.9000,33
ring_lattice,B_hub,14.0000,32
ring_lattice,B_hub,14.1000,32
ring_lattice,B_hub,14.2000,33
ring_lattice,B_hub,14.3000,31
ring_lattice,B_hub,14.4000,33
ring_lattice,B_hub,14.5000,30
ring_lattice,B_hub,14.6000,32
ring_lattice,B_hub,14.7000,31
ring_lattice,B_hub,14.8000,29
ring_lattice,B_hub,14.9000,29
ring_lattice,B_hub,15.0000,30
ring_lattice,B_hub,15.1000,29
ring_lattice,B_hub,15.2000,30
ring_lattice,B_hub,15.3000,27
ring_lattice,B_hub,15.4000,28
ring_lattice,B_hub,15.5000,28
ring_lattice,B_hub,15.6000,28
ring_lattice,B_hub,15.7000,31
ring_lattice,B_hub,15.8000,32
ring_lattice,B_hub,15.9000,29
ring_lattice,B_hub,16.0000,29
ring_lattice,B_hub,16.1000,30
ring_lattice,B_hub,16.2000,29
ring_lattice,B_hub,16.3000,29
ring_lattice,B_hub,16.4000,30
ring_lattice,B_hub,16.5000,29
ring_lattice,B_hub,16.6000,29
ring_lattice,B_hub,16.7000,30
ring_lattice,B_hub,16.8000,29
ring_lattice,B_hub,16.9000,32
ring_lattice,B_hub,17.0000,32
ring_lattice,B_hub,17.1000,30
ring_lattice,B_hub,17.2000,29
ring_lattice,B_hub,17.3000,30
ring_lattice,B_hub,17.4000,32
ring_lattice,B_hub,17.5000,30
ring_lattice,B_hub,17.6000,31
ring_lattice,B_hub,17.7000,31
ring_lattice,B_hub,17.8000,29
ring_lattice,B_hub,17.9000,31
ring_lattice,B_hub,18.0000,28
ring_lattice,B_hub,18.1000,28
ring_lattice,B_hub,18.2000,27
ring_lattice,B_hub,18.3000,28
ring_lattice,B_hub,18.4000,29
ring_lattice,B_hub,18.5000,28
ring_lattice,B_hub,18.6000,26
ring_lattice,B_hub,18.7000,27
ring_lattice,B_hub,18.8000,28
ring_lattice,B_hub,18.9000,30
ring_lattice,B_hub,19.0000,31
ring_lattice,B_hub,19.1000,27
ring_lattice,B_hub,19.2000,26
ring_lattice,B_hub,19.3000,28
ring_lattice,B_hub,19.4000,28
ring_lattice,B_hub,19.5000,29
ring_lattice,B_hub,19.6000,32
ring_lattice,B_hub,19.7000,30
ring_lattice,B_hub,19.8000,29
ring_lattice,B_hub,19.9000,26
ring_lattice,B_hub,20.0000,29
ring_lattice,C_cluster,0.0000,63
ring_lattice,C_cluster,0.1000,39
ring_lattice,C_cluster,0.2000,22
ring_lattice,C_cluster,0.3000,3
ring_lattice,C_cluster,0.4000,0
ring_lattice,C_cluster,0.5000,0
ring_lattice,C_cluster,0.6000,13
ring_lattice,C_cluster,0.7000,26
ring_lattice,C_cluster,0.8000,26
ring_lattice,C_cluster,0.9000,28
ring_lattice,C_cluster,1.0000,27
ring_lattice,C_cluster,1.1000,26
ring_lattice,C_cluster,1.2000,28
ring_lattice,C_cluster,1.3000,30
ring_lattice,C_cluster,1.4000,28
ring_lattice,C_cluster,1.5000,30
ring_lattice,C_cluster,1.6000,30
ring_lattice,C_cluster,1.7000,28
ring_lattice,C_cluster,1.8000,28
ring_lattice,C_cluster,1.9000,27
ring_lattice,C_cluster,2.0000,29
ring_lattice,C_cluster,2.1000,30
ring_lattice,C_cluster,2.2000,28
ring_lattice,C_cluster,2.3000,27
ring_lattice,C_cluster,2.4000,25
ring_lattice,C_cluster,2.5000,24
ring_lattice,C_cluster,2.6000,26
ring_lattice,C_cluster,2.7000,27
ring_lattice,C_cluster,2.8000,29
ring_lattice,C_cluster,2.9000,29
ring_lattice,C_cluster,3.0000,26
ring_lattice,C_cluster,3.1000,27
ring_lattice,C_cluster,3.2000,27
ring_lattice,C_cluster,3.3000,25
ring_lattice,C_cluster,3.4000,26
ring_lattice,C_cluster,3.5000,27
ring_lattice,C_cluster,3.6000,25
ring_lattice,C_cluster,3.7000,24
ring_lattice,C_cluster,3.8000,25
ring_lattice,C_cluster,3.9000,25
ring_lattice,C_cluster,4.0000,26
ring_lattice,C_cluster,4.1000,28
ring_lattice,C_cluster,4.2000,28
ring_lattice,C_cluster,4.3000,29
ring_lattice,C_cluster,4.4000,29
ring_lattice,C_cluster,4.5000,29
ring_lattice,C_cluster,4.6000,28
ring_lattice,C_cluster,4.7000,27
ring_lattice,C_cluster,4.8000,27
ring_lattice,C_cluster,4.9000,26
ring_lattice,C_cluster,5.0000,27
ring_lattice,C_cluster,5.1000,25
ring_lattice,C_cluster,5.2000,24
ring_lattice,C_cluster,5.3000,24
ring_lattice,C_cluster,5.4000,27
ring_lattice,C_cluster,5.5000,26
ring_lattice,C_cluster,5.6000,26
ring_lattice,C_cluster,5.7000,29
ring_lattice,C_cluster,5.8000,28
ring_lattice,C_cluster,5.9000,27
ring_lattice,C_cluster,6.0000,26
ring_lattice,C_cluster,6.1000,26
ring_lattice,C_cluster,6.2000,25
ring_lattice,C_cluster,6.3000,25
ring_lattice,C_cluster,6.4000,25
ring_lattice,C_cluster,6.5000,28
ring_lattice,C_cluster,6.6000,26
ring_lattice,C_cluster,6.7000,26
ring_lattice,C_cluster,6.8000,24
ring_lattice,C_cluster,6.9000,28
ring_lattice,C_cluster,7.0000,26
ring_lattice,C_cluster,7.1000,26
ring_lattice,C_cluster,7.2000,28
ring_lattice,C_cluster,7.3000,27
ring_lattice,C_cluster,7.4000,26
ring_lattice,C_cluster,7.5000,26
ring_lattice,C_cluster,7.6000,26
ring_lattice,C_cluster,7.7000,25
ring_lattice,C_cluster,7.8000,26
ring_lattice,C_cluster,7.9000,26
ring_lattice,C_cluster,8.0000,28
ring_lattice,C_cluster,8.1000,27
ring_lattice,C_cluster,8.2000,27
ring_lattice,C_cluster,8.3000,25
ring_lattice,C_cluster,8.4000,27
ring_lattice,C_cluster,8.5000,26
ring_lattice,C_cluster,8.6000,26
ring_lattice,C_cluster,8.7000,24
ring_lattice,C_cluster,8.8000,26
ring_lattice,C_cluster,8.9000,28
ring_lattice,C_cluster,9.0000,30
ring_lattice,C_cluster,9.1000,30
ring_lattice,C_cluster,9.2000,27
ring_lattice,C_cluster,9.3000,27
ring_lattice,C_cluster,9.4000,22
ring_lattice,C_cluster,9.5000,27
ring_lattice,C_cluster,9.6000,25
ring_lattice,C_cluster,9.7000,27
ring_lattice,C_cluster,9.8000,28
ring_lattice,C_cluster,9.9000,26
ring_lattice,C_cluster,10.0000,27
ring_lattice,C_cluster,10.1000,26
ring_lattice,C_cluster,10.2000,28
ring_lattice,C_cluster,10.3000,29
ring_lattice,C_cluster,10.4000,30
ring_lattice,C_cluster,10.5000,29
ring_lattice,C_cluster,10.6000,28
ring_lattice,C_cluster,10.7000,30
ring_lattice,C_cluster,10.8000,28
ring_lattice,C_cluster,10.9000,26
ring_lattice,C_cluster,11.0000,26
ring_lattice,C_cluster,11.1000,26
ring_lattice,C_cluster,11.2000,27
ring_lattice,C_cluster,11.3000,27
ring_lattice,C_cluster,11.4000,28
ring_lattice,C_cluster,11.5000,28
ring_lattice,C_cluster,11.6000,27
ring_lattice,C_cluster,11.7000,26
ring_lattice,C_cluster,11.8000,27
ring_lattice,C_cluster,11.9000,28
ring_lattice,C_cluster,12.0000,27
ring_lattice,C_cluster,12.1000,25
ring_lattice,C_cluster,12.2000,25
ring_lattice,C_cluster,12.3000,24
ring_lattice,C_cluster,12.4000,27
ring_lattice,C_cluster,12.5000,26
ring_lattice,C_cluster,12.6000,25
ring_lattice,C_cluster,12.7000,27
ring_lattice,C_cluster,12.8000,25
ring_lattice,C_cluster,12.9000,28
ring_lattice,C_cluster,13.0000,32
ring_lattice,C_cluster,13.1000,31
ring_lattice,C_cluster,13.2000,33
ring_lattice,C_cluster,13.3000,31
ring_lattice,C_cluster,13.4000,29
ring_lattice,C_cluster,13.5000,29
ring_lattice,C_cluster,13.6000,29
ring_lattice,C_cluster,13.7000,29
ring_lattice,C_cluster,13.8000,28
ring_lattice,C_cluster,13.9000,31
ring_lattice,C_cluster,14.0000,30
ring_lattice,C_cluster,14.1000,30
ring_lattice,C_cluster,14.2000,31
ring_lattice,C_cluster,14.3000,30
ring_lattice,C_cluster,14.4000,33
ring_lattice,C_cluster,14.5000,29
ring_lattice,C_cluster,14.6000,30
ring_lattice,C_cluster,14.7000,28
ring_lattice,C_cluster,14.8000,27
ring_lattice,C_cluster,14.9000,27
ring_lattice,C_cluster,15.0000,28
ring_lattice,C_cluster,15.1000,28
ring_lattice,C_cluster,15.2000,28
ring_lattice,C_cluster,15.3000,26
ring_lattice,C_cluster,15.4000,27
ring_lattice,C_cluster,15.5000,26
ring_lattice,C_cluster,15.6000,27
ring_lattice,C_cluster,15.7000,29
ring_lattice,C_cluster,15.8000,30
ring_lattice,C_cluster,15.9000,28
ring_lattice,C_cluster,16.0000,29
ring_lattice,C_cluster,16.1000,30
ring_lattice,C_cluster,16.2000,29
ring_lattice,C_cluster,16.3000,28
ring_lattice,C_cluster,16.4000,30
ring_lattice,C_cluster,16.5000,29
ring_lattice,C_cluster,16.6000,29
ring_lattice,C_cluster,16.7000,30
ring_lattice,C_cluster,16.8000,28
ring_lattice,C_cluster,16.9000,31
ring_lattice,C_cluster,17.0000,31
ring_lattice,C_cluster,17.1000,28
ring_lattice,C_cluster,17.2000,29
ring_lattice,C_cluster,17.3000,29
ring_lattice,C_cluster,17.4000,31
ring_lattice,C_cluster,17.5000,30
ring_lattice,C_cluster,17.6000,31
ring_lattice,C_cluster,17.7000,31
ring_lattice,C_cluster,17.8000,29
ring_lattice,C_cluster,17.9000,31
ring_lattice,C_cluster,18.0000,28
ring_lattice,C_cluster,18.1000,28
ring_lattice,C_cluster,18.2000,26
ring_lattice,C_cluster,18.3000,27
ring_lattice,C_cluster,18.4000,28
ring_lattice,C_cluster,18.5000,26
ring_lattice,C_cluster,18.6000,24
ring_lattice,C_cluster,18.7000,26
ring_lattice,C_cluster,18.8000,28
ring_lattice,C_cluster,18.9000,30
ring_lattice,C_cluster,19.0000,31
ring_lattice,C_cluster,19.1000,27
ring_lattice,C_cluster,19.2000,25
ring_lattice,C_cluster,19.3000,27
ring_lattice,C_cluster,19.4000,27
ring_lattice,C_cluster,19.5000,27
ring_lattice,C_cluster,19.6000,31
ring_lattice,C_cluster,19.7000,29
ring_lattice,C_cluster,19.8000,28
ring_lattice,C_cluster,19.9000,26
ring_lattice,C_cluster,20.0000,29
